Trial,Meso Spent,Destructions
2681,822873239.5195996,1
2682,6315722385.653793,0
2683,3047214452.1729755,1
2684,1368841377.8649838,1
2685,9364288677.906767,1
2686,3345631349.311894,1
2687,1475975689.4424865,1
2688,3372091566.243584,1
2689,2246495402.2247057,1
2690,3126968918.906714,1
2691,4824075710.622486,0
2692,16787310865.386555,1
2693,2791243132.7356224,1
2694,4164239060.4536037,1
2695,2489608837.3707943,1
2696,1811529700.391568,1
2697,928259261.0871422,1
2698,2602021638.8610764,1
2699,1120726514.7731998,1
2700,8581128868.515215,1
2701,5989963616.506315,1
2702,2083627670.6138003,1
2703,5955984764.765492,0
2704,3844312672.869958,1
2705,5972144710.84305,1
2706,949177975.8617669,1
2707,6988866365.232646,1
2708,5090888891.682293,1
2709,3049278049.209128,1
2710,2020987252.3899515,1
2711,16722090080.930122,1
2712,1752608790.451468,1
2713,10586009452.534496,1
2714,1981045509.2017326,1
2715,5232628856.014919,1
2716,1651409109.3143077,1
2717,1868242299.2445524,1
2718,1172022468.3742943,1
2719,2893314766.7819214,1
2720,4403775225.573202,1
2721,4545185937.882755,1
2722,5912229148.733935,1
2723,3134223076.088931,1
2724,1439333189.4271762,1
2725,2158302077.61835,1
2726,5457526442.485211,1
2727,7301077682.202262,1
2728,1077158452.4633458,1
2729,1839333032.728126,1
2730,3166145218.298182,1
2731,2037684708.7629397,1
2732,4148233194.995531,1
2733,1598588145.1887994,1
2734,2221761812.9808197,1
2735,6208957849.86815,0
2736,3993142498.893968,1
2737,4708455893.997643,1
2738,2613664325.8982306,1
2739,6358937540.485581,1
2740,2153102974.4029517,1
2741,3795947447.5728774,1
2742,3861785108.1669197,1
2743,626974857.8457403,1
2744,1964602960.6041288,1
2745,7353849413.1157875,1
2746,5579942124.185532,1
2747,1279387006.1807723,1
2748,4711675541.201421,1
2749,3238384530.2295017,1
2750,7769531752.189671,1
2751,4934637250.079521,1
2752,1265424780.079769,1
2753,2510390770.179005,1
2754,3360505010.77312,1
2755,4005076959.592062,1
2756,5897799221.8917675,1
2757,5019699379.48653,1
2758,552576729.6337558,1
2759,591793136.138978,1
2760,3653824446.0339413,1
2761,4161950211.405454,1
2762,1068922841.5952513,1
2763,1200621031.989118,1
2764,4396080478.557311,1
2765,10619993707.77688,1
2766,4291493825.0864787,0
2767,2399151369.7656717,1
2768,914242821.1238058,1
2769,3158435600.6084385,1
2770,1644579384.253568,1
2771,6057279166.210381,1
2772,4080524935.38203,1
2773,5495748459.0861225,1
2774,3908624220.762314,1
2775,1497521248.511025,1
2776,4320785829.114978,0
2777,12501365470.978436,1
2778,3060704137.4070683,1
2779,4658857986.224379,1
2780,17882766188.437897,1
2781,4947195123.013595,1
2782,1236922053.698749,1
2783,1365538618.0258498,1
2784,1761353725.4322023,1
2785,8348588589.825032,1
2786,6285971235.281984,1
2787,4539435238.888754,1
2788,1475593433.2265744,1
2789,3339575609.522151,1
2790,2346545112.490579,1
2791,10294429156.377193,1
2792,8490207042.3048725,1
2793,7797853188.96925,1
2794,4789955374.228028,1
2795,5179117166.763144,1
2796,1314751309.8985355,1
2797,4350777737.26457,1
2798,3970632392.67423,1
2799,718503583.002691,1
2800,2327669154.4233503,1
2801,4763964572.369894,1
2802,3043193007.62633,1
2803,5168530250.251822,1
2804,4776028607.929588,1
2805,2222661319.1227293,1
2806,5727517071.551322,1
2807,5281244949.791908,0
2808,2808553506.6592636,1
2809,3200001952.886909,0
2810,1888810292.2818894,1
2811,3317692160.9058475,1
2812,4012376942.8132133,1
2813,6796652648.552799,0
2814,1288725726.8766978,1
2815,2285438905.889664,1
2816,3359628021.5077915,1
2817,1016802197.4111309,1
2818,1267902849.335877,1
2819,4486433354.313812,1
2820,3970499322.770031,1
2821,1843114052.839354,1
2822,6565248188.842777,1
2823,4744070414.289014,1
2824,1371511121.5886998,1
2825,3710487741.8514414,1
2826,2770753489.7661877,0
2827,857038596.1757278,1
2828,4109032761.341438,1
2829,2024104926.037807,1
2830,5770099826.479071,0
2831,3494787014.0297174,1
2832,7369500501.774761,1
2833,2490364049.813375,1
2834,8579882069.869981,1
2835,8675963842.36052,1
2836,10267520691.91147,0
2837,6005597917.673833,0
2838,4827512485.749328,1
2839,2510062172.7767673,1
2840,4311300584.565313,1
2841,2498740900.1370063,1
2842,3444081358.4403515,1
2843,3598151403.4317813,1
2844,2885287162.810733,1
2845,1221760880.5361106,1
2846,4604186385.495238,1
2847,4088416059.9971294,1
2848,1532573425.7005537,1
2849,5718532394.756809,1
2850,4335219469.972768,0
2851,8864908784.868244,1
2852,4528556100.667895,1
2853,2834889375.4401383,1
2854,4903276099.532455,0
2855,5325823831.151818,1
2856,2418139891.1581964,1
2857,1414490891.3660076,1
2858,3180083566.555139,1
2859,9979023885.649021,1
2860,9785084926.866924,1
2861,1610126515.896028,1
2862,968683707.1106067,1
2863,10055041309.774334,0
2864,5913118235.762943,0
2865,5493108164.921466,1
2866,10789615183.472261,0
2867,2370070121.947573,1
2868,2007679350.7897596,1
2869,1803477350.173334,1
2870,11330478523.624151,1
2871,1783756505.9986308,1
2872,4990079436.529099,1
2873,4990660830.019626,1
2874,3276584373.1412773,1
2875,1202852534.276425,1
2876,4136741997.8682003,1
2877,16853552443.988543,1
2878,3843938559.1137557,1
2879,3008670095.277738,1
2880,2784070253.2235684,1
2881,4437138364.234607,1
2882,3306459127.0712223,1
2883,4080006846.6121526,0
2884,8695335816.42072,1
2885,5332531586.68884,1
2886,2563054585.489945,1
2887,19026697849.536953,1
2888,10337015579.150398,1
2889,8125822474.283293,1
2890,2075290737.5818515,1
2891,1122284056.2124774,1
2892,3034171370.72483,1
2893,2626184826.2985926,1
2894,1123108746.7955039,1
2895,5613790990.570366,1
2896,798309360.7032355,1
2897,5337373428.130131,1
2898,1826649928.821596,1
2899,3683258603.04894,0
2900,5732598091.7265005,1
2901,5948837986.265817,0
2902,3840478291.6700864,0
2903,4930278943.504779,1
2904,5255468105.454217,1
2905,6438564767.602316,1
2906,3888772842.3770595,1
2907,8002423066.159157,1
2908,2008157614.05351,1
2909,4438400873.125842,1
2910,2201395487.1826673,1
2911,9039660723.247778,1
2912,874073355.8868898,1
2913,2583136445.6148334,1
2914,8176254020.890236,1
2915,2154991544.413582,1
2916,1899469511.2856927,1
2917,2680963888.7724137,1
2918,2780879880.429381,1
2919,1894631140.2128167,1
2920,1478962404.1723745,1
2921,2341320357.5494604,1
2922,7618284623.959046,1
2923,3355986832.8813057,1
2924,7318276974.696462,0
2925,1315671837.7153656,1
2926,4528877047.280858,1
2927,3800283223.952634,1
2928,10411608650.537277,1
2929,9228920007.91371,1
2930,3793787027.961802,1
2931,949424542.8305682,1
2932,3477911605.3688383,1
2933,3360146350.8252473,0
2934,8448705429.836259,1
2935,2703120781.0089006,1
2936,2592270901.3522882,1
2937,5391218421.048464,0
2938,3063690604.8788905,1
2939,7693058052.377071,1
2940,2222415921.944,1
2941,7030540315.938269,1
2942,1089230901.8407874,1
2943,8918490708.716413,1
2944,1460441864.3370256,1
2945,3571990639.98766,1
2946,3859569796.054652,1
2947,2409714998.7937365,1
2948,1463372760.6687946,1
2949,3019741841.7055106,1
2950,6050865959.221798,0
2951,1012258867.138891,1
2952,4503515173.143094,1
2953,2744081927.023308,1
2954,10022196637.778347,0
2955,4303368749.255697,1
2956,4138490535.1362247,1
2957,4829315915.518546,1
2958,5751702143.880983,1
2959,5842709514.966175,1
2960,3515485812.0757,1
2961,3334842978.9849043,1
2962,7069177977.158247,1
2963,7415994310.416987,1
2964,1208253086.0465543,1
2965,3136396476.314534,1
2966,4228310822.296522,1
2967,6421651110.29363,1
2968,16202199994.258095,1
2969,8790936442.386757,1
2970,5744400318.978185,1
2971,4100672071.2586875,1
2972,6066871575.693506,1
2973,4319259454.406419,1
2974,1641989815.6626904,1
2975,723657567.8040193,1
2976,4529262592.430787,1
2977,2532851364.2919407,1
2978,2940135762.0879297,1
2979,1735146636.8610778,1
2980,1467493511.6055908,1
2981,3796083193.84577,1
2982,11645740247.430624,1
2983,4368125125.691786,1
2984,2013470742.4075828,1
2985,5092523920.065963,0
2986,3052970329.804983,1
2987,3973473203.3498797,0
2988,11163995114.218756,1
2989,4568422111.286426,1
2990,3265878701.3343253,0
2991,7234611642.6133995,1
2992,2746453468.6553473,0
2993,2644433847.54674,1
2994,2930865593.6355243,1
2995,7835156950.905665,1
2996,6554494196.5956955,1
2997,5090538663.082589,0
2998,2884699754.2139053,1
2999,3989953434.3856406,1
3000,6735771488.377588,1
3001,8558889540.912659,1
3002,4750487867.02623,1
3003,13320662243.28925,0
3004,3683938672.6161265,1
3005,4522973758.895458,1
3006,8472462724.848732,1
3007,2009062622.4917808,1
3008,9956569559.746567,1
3009,2128514039.8754284,1
3010,1697470505.1583817,1
3011,3493701571.782035,1
3012,7118530836.136226,1
3013,4190935422.709708,1
3014,2652731193.1237984,1
3015,1173038833.4249284,1
3016,783656833.0143774,1
3017,3805039975.7129507,1
3018,1924253166.5967052,1
3019,1819382019.350227,1
3020,7875929992.0109625,1
3021,10800910413.166046,1
3022,4013673448.012446,1
3023,14781926829.124102,1
3024,1345293864.099254,1
3025,3176804094.1992598,1
3026,4415042592.141225,1
3027,8272894515.798098,1
3028,3359321047.17359,1
3029,2061374941.1435094,1
3030,5753737827.485235,1
3031,3121561157.0401134,1
3032,3478603311.7442904,1
3033,3815867089.238967,1
3034,6037114172.130805,1
3035,1497815857.9308672,1
3036,7149412213.48807,0
3037,2220605394.4563513,1
3038,2915164991.3424354,1
3039,2428566181.965813,1
3040,2289191515.085224,1
3041,1422711237.95599,1
3042,5228848736.717187,1
3043,2701402625.950906,1
3044,4395005902.137313,1
3045,14483610035.761265,1
3046,9051819860.376635,1
3047,2275826929.484034,1
3048,1973730426.150469,1
3049,1527160143.7088108,1
3050,8968447605.069252,1
3051,2962482704.1031585,1
3052,3405120611.7707515,1
3053,2140434853.9585273,1
3054,7465783114.080871,0
3055,1787155781.7104287,1
3056,6536216077.294471,1
3057,4241392429.619783,1
3058,4109471220.1017556,1
3059,837938575.4484338,1
3060,7595189353.842642,1
3061,6067537601.672395,1
3062,1389760092.6396084,1
3063,1885187489.8264804,1
3064,1067652811.8573855,1
3065,10024630651.806969,1
3066,3639200772.505006,1
3067,2711737347.8409677,1
3068,12086116676.181215,0
3069,2816909077.8439145,1
3070,2755145475.170965,1
3071,14057564805.966806,1
3072,3194045792.6561427,1
3073,2999101128.015258,1
3074,9768112749.112238,1
3075,3693995183.1213717,0
3076,1681627594.7904243,1
3077,3504306035.7461147,1
3078,4166363232.824975,1
3079,3066324105.6255283,1
3080,5361973595.05238,1
3081,1953072863.9838972,1
3082,12762106407.604774,1
3083,2450034515.12679,1
3084,6611872691.281026,1
3085,1425037651.5801747,1
3086,4707350327.785644,1
3087,1668443869.0254698,1
3088,664221840.5686346,1
3089,5182590280.396797,1
3090,2870446032.264369,1
3091,6760332849.793706,1
3092,1165288580.5473585,1
3093,6549498007.995499,1
3094,2903340172.9243217,1
3095,4107224479.2518983,1
3096,8450697564.259159,0
3097,3941923600.1003556,1
3098,2048691837.236979,1
3099,2304518401.4449654,1
3100,1308238555.8439674,1
3101,4300757074.178937,1
3102,3287794611.098713,1
3103,6469135029.86359,1
3104,661140214.5018686,1
3105,2272497019.124428,1
3106,11522192816.789965,1
3107,3183680530.241911,1
3108,9757583156.119312,0
3109,1750885933.6379411,1
3110,9213985293.431953,1
3111,3331098089.0625024,1
3112,921938181.5001825,1
3113,11481416463.68383,0
3114,12111888997.444208,1
3115,1768698585.1753926,1
3116,7053866659.360467,1
3117,2273710949.6481686,1
3118,2646933730.2469444,0
3119,964519335.0725067,1
3120,5388452417.184271,0
3121,5992014672.374585,1
3122,1941287926.3078673,1
3123,535446132.6887896,1
3124,10326991572.17243,1
3125,12998481389.556252,1
3126,1940518128.2260344,1
3127,5711245781.785127,1
3128,1043184770.2748256,1
3129,7885559003.74732,0
3130,935312265.6334276,1
3131,6182501213.606996,1
3132,4189899210.739203,0
3133,10192478456.741997,1
3134,8698001920.800795,1
3135,4496115993.386323,1
3136,10169371697.070576,0
3137,5046347471.559378,1
3138,1470670974.9061608,1
3139,2479537551.2634306,1
3140,11301568878.22236,1
3141,1954154440.3407114,1
3142,6034050938.978033,1
3143,8030273766.447044,0
3144,2221345736.2250795,1
3145,4636151015.6783495,1
3146,4675262484.240566,1
3147,6853194297.646983,1
3148,6002179977.94273,1
3149,2810514884.62064,1
3150,3458319243.2028275,1
3151,10986858572.948286,1
3152,4085422581.7088776,1
3153,4617207888.254963,1
3154,6378359912.61344,1
3155,3153781168.8242826,1
3156,5786696387.907216,1
3157,808760962.3224591,1
3158,3297518298.217824,1
3159,7398682513.854413,1
3160,4927975339.175162,0
3161,4922177050.835377,1
3162,5984699987.146174,1
3163,4830162364.8209,1
3164,6889291788.389264,1
3165,2430783764.664499,1
3166,14091046521.341042,0
3167,1281452267.196904,1
3168,1719198646.2379212,1
3169,483229651.2708652,1
3170,5019972699.152949,1
3171,1952772761.7916226,1
3172,11076192412.343231,1
3173,3481677587.9838357,1
3174,12900392147.949986,0
3175,9018057041.461214,1
3176,2319052587.5912833,1
3177,3743112425.8821898,1
3178,2568873438.682696,1
3179,2014836609.3792527,1
3180,7492794151.314857,1
3181,10208573736.395967,1
3182,6242574800.833988,1
3183,8300846994.957492,1
3184,966308572.806733,1
3185,1559189156.6725762,1
3186,2673993969.6146927,1
3187,2332573790.941313,1
3188,12264290891.742306,1
3189,5137557797.742063,1
3190,1176565798.6465342,1
3191,2870554769.53382,1
3192,1398743818.2318537,1
3193,14251831153.010172,1
3194,2096358146.1748934,1
3195,2449637218.4229918,1
3196,1188644419.8454804,1
3197,11480304817.392038,1
3198,2123940344.7390828,1
3199,10309793727.37432,1
3200,2839996243.687352,1
3201,5947666785.376765,1
3202,3658169155.095143,1
3203,1913110903.3433073,1
3204,2603173862.972855,1
3205,6552409851.711925,1
3206,5625249447.980937,0
3207,1508139091.4014235,1
3208,2334498774.948431,1
3209,4409964940.357013,1
3210,7569944576.757955,1
3211,3853565159.3997917,1
3212,7434779015.094911,1
3213,6690557336.492032,1
3214,2478133846.372682,0
3215,3946918884.89539,1
3216,3774547251.1000657,0
3217,2786473968.9132996,1
3218,4442656369.961474,0
3219,6827031526.611604,1
3220,2973139693.011208,1
3221,7655014284.037365,1
3222,5579613769.323839,1
3223,2630851220.1319885,1
3224,6697619456.904837,1
3225,2007372153.870711,1
3226,2839496690.670179,1
3227,3889559379.0215707,1
3228,2942872823.081601,1
3229,2784094969.5943933,1
3230,2882850038.2872343,1
3231,8201311925.344347,1
3232,3485045861.599293,1
3233,6931455440.202618,1
3234,14799987287.293974,1
3235,2664896660.643944,1
3236,5910237618.465723,1
3237,934525448.1729088,1
3238,5354009418.498914,1
3239,974790750.6436287,1
3240,3600479421.591753,1
3241,2617009304.469092,1
3242,537511393.7049216,1
3243,3328579613.4570866,1
3244,4297404914.611041,1
3245,3403556002.5471973,1
3246,2025534099.3284173,1
3247,4447301239.597107,1
3248,13794418656.64228,1
3249,1209269451.0971885,1
3250,3145190282.446713,1
3251,2898821061.2932,1
3252,3898236491.7228503,1
3253,9389419334.64026,1
3254,1487926868.389691,1
3255,3235232601.8932137,0
3256,1791493640.311266,1
3257,5272470757.78893,1
3258,3817525537.5562797,1
3259,6356722228.373312,1
3260,6937710070.019138,1
3261,2018983472.151342,1
3262,754479219.8884027,1
3263,2018051305.350217,1
3264,1043875750.5015407,1
3265,7480552618.421569,1
3266,6568410823.694527,1
3267,1958156444.7478547,1
3268,2801216474.082752,1
3269,3180974270.170166,1
3270,4289368075.928985,1
3271,1224938343.836681,1
3272,1178288655.4600606,1
3273,4119977035.583312,1
3274,8902166352.578556,1
3275,8929504999.857737,1
3276,5387990788.356441,1
3277,5621763910.859045,1
3278,1520164424.634962,1
3279,7854699576.827962,1
3280,1578343391.2622037,1
3281,3772504791.8877106,1
3282,2788946178.4161983,1
3283,2503171524.3615446,1
3284,1226208373.5745468,1
3285,8580351491.772063,1
3286,4763412929.590673,1
3287,6313913297.087048,1
3288,4843839771.243035,1
3289,1942972909.998886,1
3290,1106073987.0843418,1
3291,2781721720.6423125,1
3292,2557408824.0287356,1
3293,2275871540.278653,1
3294,8121489957.878978,1
3295,606858472.0678122,1
3296,4146346055.2267146,0
3297,1215343963.715347,1
3298,7085214023.396982,1
3299,2627850167.020914,1
3300,2351852077.2757416,1
3301,4050067625.9583807,1
3302,4918079059.717977,1
3303,8271876710.089578,1
3304,3117043375.0529633,1
3305,3705587702.5533504,1
3306,6822055507.734044,1
3307,2839201857.870324,1
3308,3900982026.515334,1
3309,3394958810.4955873,1
3310,1146355479.7300992,1
3311,993158846.411597,1
3312,4641493490.548931,1
3313,2378496879.2092032,1
3314,3930990699.81621,1
3315,7475637935.253073,1
3316,8811777712.452494,0
3317,1744207864.209124,1
3318,6215725198.0255995,1
3319,3141498001.8508587,1
3320,2588069296.6437936,1
3321,3809981434.988973,1
3322,735228469.4261116,1
3323,3858633756.701644,1
3324,4115267992.113971,1
3325,13860030557.233606,0
3326,4614295582.911858,1
3327,1597405538.8669903,1
3328,2409109894.4730735,1
3329,3624598246.6980906,1
3330,1791992116.8667247,1
3331,5960526165.002982,1
3332,2954296265.858841,1
3333,7419841934.830789,1
3334,4015007409.633472,0
3335,3572167841.6042676,1
3336,3141497075.953933,1
3337,8103969912.876206,0
3338,4365542548.668092,1
3339,3800290105.531795,1
3340,18031455694.844494,0
3341,829139426.6053661,1
3342,3376844676.145692,1
3343,2301592995.304185,1
3344,1903643326.5953822,1
3345,3952254570.6107965,0
3346,6569231998.995774,1
3347,5549181566.358001,1
3348,10283968443.24281,1
3349,392813128.3983526,1
3350,4513179684.738386,1
3351,10387814582.199463,1
3352,1783177703.7455454,1
3353,17269430196.845882,1
3354,1023068384.4968973,1
3355,6980330341.422121,1
3356,8694834590.485727,1
3357,1521625202.94351,1
3358,1305911216.3228571,1
3359,714309754.6514868,1
3360,2032588029.7716274,1
3361,8604493707.318897,0
3362,3709614075.0780663,1
3363,6618671579.341029,1
3364,3931905650.950262,1
3365,7055600390.822806,1
3366,3463466385.519776,1
3367,13728256542.669924,1
3368,36998833812.58026,1
3369,1511474382.1554213,1
3370,6065143938.717707,0
3371,2952037125.0069366,0
3372,3396367933.3585367,1
3373,3177888674.9384108,0
3374,2485178363.7110443,1
3375,2571090636.1467566,1
3376,678079136.9792266,1
3377,7388321967.639994,1
3378,1998684751.6204782,1
3379,3084800570.58271,1
3380,5523191915.563083,1
3381,5953702603.511152,1
3382,3901446340.312065,1
3383,903378411.2646062,1
3384,3515650894.506881,1
3385,7247557946.088494,0
3386,5063294422.502819,1
3387,2463622627.4715905,1
3388,3709095715.534602,1
3389,4932439192.378222,0
3390,893173376.6141839,1
3391,9178577801.030853,0
3392,3523366826.0731797,1
3393,12043174043.398232,1
3394,9071998508.937597,1
3395,2982612124.063442,1
3396,3454154136.705461,1
3397,4726689960.235857,1
3398,5487492369.538048,1
3399,7629464709.833422,1
3400,7263136416.709624,1
3401,3602187973.5820346,1
3402,3443621434.0564733,1
3403,18999825413.74591,1
3404,4404473657.394987,0
3405,3234104156.3811417,1
3406,2953696646.4682283,1
3407,6894744152.903805,1
3408,4584138177.605818,1
3409,6984881670.417826,1
3410,15506221584.473778,1
3411,2100874468.6490672,1
3412,1752952551.9317932,1
3413,6128419145.3778515,1
3414,1732668567.6049702,1
3415,1670448129.5152934,1
3416,6501671905.126618,1
3417,1034949159.4067311,1
3418,3594046314.595951,1
3419,4780197003.08436,1
3420,2020689988.2250428,1
3421,6341122700.986006,1
3422,6724078339.875959,1
3423,990776614.3892931,1
3424,2241811623.924043,1
3425,4525409450.958149,1
3426,2627729743.2572913,1
3427,10957202444.039553,1
3428,3541723194.888159,1
3429,4224878289.521123,1
3430,15547028575.40674,1
3431,12951237607.78056,1
3432,5304864170.439209,1
3433,1953456212.9191127,1
3434,6059179034.408228,1
3435,3358345745.9191794,0
3436,5832771628.276947,1
3437,7659607068.185265,1
3438,5686145345.423625,1
3439,4639270912.690476,1
3440,2530549705.225329,1
3441,8865721698.384218,1
3442,6338367467.3867,1
3443,3068999993.0606422,0
3444,8718951291.898296,1
3445,2319919299.368633,1
3446,7223696298.034603,1
3447,1459958220.6788843,1
3448,1146339289.5550616,1
3449,7790361093.037102,0
3450,4760494104.185268,1
3451,1067652811.8573855,1
3452,6321193963.871657,1
3453,2298657782.5685506,1
3454,1228686442.8306549,1
3455,6600341526.509606,1
3456,1647178920.8455741,1
3457,1690837046.524184,1
3458,8918680053.98149,1
3459,9984299258.657751,0
3460,2767862538.879928,1
3461,712340330.8691589,1
3462,11418915565.043398,0
3463,552576729.6337558,1
3464,1072861689.1599071,1
3465,2321021332.734751,1
3466,3674316202.49347,1
3467,7571018619.842942,1
3468,4080015187.7309775,1
3469,1719643059.4958348,1
3470,2992096587.762168,1
3471,6822932526.933536,1
3472,3739860798.0343485,0
3473,6665375245.974186,0
3474,4264850484.55612,1
3475,3940469343.8314075,1
3476,7458320081.788363,1
3477,1231682002.759084,1
3478,2434722612.229154,1
3479,3881302645.8397083,1
3480,1918067297.3661828,1
3481,8055500896.753458,1
3482,8571710161.470885,0
3483,3696953588.2685256,1
3484,9834493101.884504,1
3485,1896504726.7613406,1
3486,3902661837.4963975,0
3487,2680220927.5056076,1
3488,3316448763.632291,1
3489,4150767363.465764,1
3490,1314655472.6647315,1
3491,2551990615.4194627,1
3492,3102842347.7874513,1
3493,829139426.6053661,1
3494,3938820570.2865396,1
3495,13331546906.486607,0
3496,4532924625.286425,1
3497,6719379251.717562,1
3498,6275871505.0087185,1
3499,4576566897.42641,1
3500,2640137084.2433014,1
3501,3836878712.3596983,1
3502,6095422600.831385,1
3503,3095284900.022459,1
3504,3974546449.4594088,1
3505,7070754385.14126,1
3506,5538473315.620054,1
3507,2569312606.0160294,1
3508,5750472214.619873,1
3509,1951518394.1547225,1
3510,785626256.7967052,1
3511,3328643715.5025325,0
3512,4238584686.745134,0
3513,7290794535.773047,1
3514,1708072157.8737426,1
3515,1978456619.249715,1
3516,1425697026.7889524,1
3517,1693976070.8516395,1
3518,4872893493.82342,1
3519,4302023671.055005,1
3520,5368533042.122653,1
3521,4167184090.523613,1
3522,3640601091.6356926,1
3523,9436552038.209497,1
3524,2219007579.0809407,1
3525,5194410851.8217535,1
3526,5417826936.4908905,1
3527,1303982737.2731397,1
3528,1988891599.3131068,1
3529,2207208025.831506,1
3530,5934203647.717648,1
3531,3343358470.911183,1
3532,3367516279.159684,1
3533,2976062280.060888,1
3534,4096017920.2905383,1
3535,2531032670.2446103,1
3536,11123090603.334934,1
3537,2324136168.3552403,1
3538,4402026518.491143,1
3539,9348030143.199392,1
3540,4405188104.153116,1
3541,938560132.9713686,1
3542,3288235449.896209,1
3543,1773950235.1263242,1
3544,2841070820.107347,1
3545,1009019413.6186973,1
3546,14194984542.106443,1
3547,5059039114.660138,1
3548,6133245746.521166,0
3549,2736842403.045975,1
3550,10752994189.683956,1
3551,4558878317.60702,1
3552,1075825116.4065397,1
3553,2595160061.524333,1
3554,6276177826.228077,1
3555,9220342558.693615,1
3556,1636755655.728524,1
3557,8650091292.712513,0
3558,4229010216.340985,1
3559,3854497343.6638813,1
3560,2269067759.0254536,1
3561,2086279094.9175403,1
3562,2214658176.5168014,1
3563,1988422184.2395544,1
3564,3650264837.5194335,1
3565,3443986870.6418867,1
3566,21088090612.014744,1
3567,9471854518.812908,1
3568,2360753205.2978973,1
3569,14784294154.169264,0
3570,2861739649.0450015,1
3571,3735369693.851251,1
3572,2231568037.5122523,1
3573,6581650584.262036,1
3574,6299505542.18852,1
3575,3523350238.075289,1
3576,1955941132.6355853,1
3577,2582533547.105456,1
3578,1151589111.590194,1
3579,3283819553.623117,1
3580,2905405153.124446,1
3581,1209173613.8633845,1
3582,2161998639.1186833,1
3583,6214596407.743269,1
3584,3885022548.954656,1
3585,735538342.7138531,1
3586,11077155884.463148,0
3587,4568487198.421498,1
3588,5250946232.963151,1
3589,5227105965.565611,0
3590,4349725009.620062,1
3591,10530969153.158327,1
3592,2403829512.571496,1
3593,5771879831.825505,1
3594,11483746915.266087,1
3595,2849645261.2094307,1
3596,2864700260.658486,1
3597,9288810224.991693,1
3598,7232149962.812367,1
3599,7049183247.162224,1
3600,1309221070.8887656,1
3601,2141992395.397805,1
3602,7371623554.713781,1
3603,3961207052.577592,1
3604,3920290280.9793487,1
3605,4239549769.4503365,1
3606,4773501386.202785,1
3607,4434262681.421288,1
3608,9207049591.68511,1
3609,5485192911.071316,0
3610,15884456761.505156,1
3611,9377280984.714773,1
3612,5445966122.050491,0
3613,1993338166.454617,1
3614,3217229499.677592,1
3615,8688341606.74059,1
3616,3311687126.4281335,1
3617,3482861551.5833645,1
3618,5492089535.065507,1
3619,1611405638.090501,1
3620,5126667640.02514,1
3621,2180342487.94853,1
3622,6122831565.351848,1
3623,7678600886.7482195,0
3624,2676142948.3908567,0
3625,7149256923.550217,1
3626,3569583653.407784,1
3627,926385674.5386183,1
3628,890695307.358076,1
3629,7801630632.693449,1
3630,2865419736.9728475,1
3631,3232889442.6828833,1
3632,14193610111.913288,1
3633,2568475501.1165724,1
3634,1227812776.05728,1
3635,1294285422.1995716,1
3636,3766014927.4935455,1
3637,2548418321.3663006,0
3638,15081437095.267406,1
3639,2236236945.139064,1
3640,13602925312.60483,0
3641,5127914806.035569,0
3642,2100130999.7264402,1
3643,1650391818.3667479,1
3644,3513426919.6376047,1
3645,8005427856.336114,1
3646,1891453676.9122467,1
3647,1550540058.925646,1
3648,800278784.4855634,1
3649,3080853590.016314,1
3650,1039841065.7030808,1
3651,1673494918.874564,1
3652,1363625402.844032,1
3653,5994090280.234865,0
3654,2881056098.797477,1
3655,2007732810.0511863,1
3656,5740772449.825885,1
3657,1314751309.8985355,1
3658,3798845569.893118,0
3659,4794669922.531051,1
3660,1983689572.4709496,1
3661,8964131913.789358,0
3662,1575780181.764685,1
3663,6319944413.465903,1
3664,1266029262.787353,1
3665,6051020977.656544,1
3666,3620992425.434619,1
3667,2975522708.20803,1
3668,5624373521.641551,1
3669,2799764317.592733,1
3670,3423569959.133272,1
3671,9331798023.235085,1
3672,7515410839.450828,1
3673,3928533412.6940756,1
3674,9685972981.120485,1
3675,4562721457.324023,1
3676,501376613.2664654,1
3677,3292013683.842146,1
3678,5899234430.883601,0
3679,1720976395.5526412,1
3680,6478165667.679614,1
3681,2719845411.9216614,1
3682,9902081502.379602,1
3683,3610761171.42159,1
3684,4146086138.7190456,1
3685,5092981225.271624,1
3686,8336834930.508704,0
3687,4100640218.9826837,1
3688,4037240106.450553,1
3689,2226862489.0855103,1
3690,8836950626.947773,0
3691,2622894028.508699,1
3692,3141418107.5340276,1
3693,2034722768.9282055,1
3694,1963661247.569535,1
3695,1606625909.767781,1
3696,4446531591.478424,1
3697,9011886399.585934,1
3698,1555425793.4004908,1
3699,1627202898.9786606,1
3700,1293577102.5208802,1
3701,6816822554.512816,1
3702,8121741347.483397,1
3703,6726619283.314347,1
3704,5959380753.164822,1
3705,5608230390.974203,1
3706,9799776299.604332,1
3707,921692293.1702414,1
3708,4702535973.181047,0
3709,1920807197.8692038,1
3710,14610723042.89319,1
3711,2773689168.019756,1
3712,3520218563.5750566,1
3713,2259299889.349726,1
3714,894093904.4310141,1
3715,6364259912.271261,1
3716,6717111231.702028,0
3717,1166392369.0140493,1
3718,2264588263.1462264,1
3719,2427670964.96059,1
3720,1312202836.6050568,1
3721,875055870.9316881,1
3722,13317295313.297718,1
3723,3699345734.108703,1
3724,4074962054.455424,1
3725,2149615382.30398,1
3726,1839786538.4426465,1
3727,5742101858.047779,1
3728,11512934252.281939,1
